endpoint,category,method_hint,source_path,source_url,observed_status,context
/api/project/,project,UNKNOWN,raw/ilearn.thu.edu.tw/course-roles/add.html,https://ilearn.thu.edu.tw/course-roles/add,,"ng-href=""[['/api/uploads/'+upload.id+'/blob']]"" title=""下載"" target=""_blank"">
        <i class=""icon icon-file-preview-download""></i>
    </a>
    <a ng-if=""upload.from_project && upload.allow_download""
       ng-href=""[[ '/api/project/'+upload.project_id+'/share-resource/blob?upload_id='+upload.id+'&node_ids='+upload.node_ids+'&reference_id='+upload.ref_id ]]"" title=""下載""  target=""_blank"">
        <i class=""icon icon-file-preview-download""></i>
    </a>"
/api/shared-resources/{expr}/blob,shared-resources,UNKNOWN,raw/ilearn.thu.edu.tw/course-roles/add.html,https://ilearn.thu.edu.tw/course-roles/add,,"source)"" title=""下載"">
        <i class=""icon icon-file-preview-download""></i>
    </a>
    <a ng-if=""resource && resource.open_scope == 'group' && resource.allow_download && resource.upload.status != 'uploading'"" ng-href=""/api/shared-resources/[[resource.id]]/blob"" target=""_self"" title=""下載"">
        <i class=""icon icon-file-preview-download""></i>
    </a>
    <a ng-if=""resource && resource.share_to_id && resource.allow_download && resource.upload.status != 'uploading'"" ng-href=""/a"
/api/shared-resources-to/{expr}/blob,shared-resources-to,UNKNOWN,raw/ilearn.thu.edu.tw/course-roles/add.html,https://ilearn.thu.edu.tw/course-roles/add,,"ob"" target=""_self"" title=""下載"">
        <i class=""icon icon-file-preview-download""></i>
    </a>
    <a ng-if=""resource && resource.share_to_id && resource.allow_download && resource.upload.status != 'uploading'"" ng-href=""/api/shared-resources-to/[[resource.id]]/blob"" target=""_self"" title=""下載"">
        <i class=""icon icon-file-preview-download""></i>
    </a>
    <a id=""downloadManual"" ng-if=""!resource && manualUrl "" ng-href=""[[manualUrl]]""
       target=""_blank"" title=""下載"" download="""
/api/uploads/reference/{expr}/blob,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/course-roles/add.html,https://ilearn.thu.edu.tw/course-roles/add,,"edit-view-2""></i>
            </a>
        <a ng-click=""openSobeyVideo()"" ng-if=""upload.source==='sobey'"">
            <i class=""font font-table-edit-view-2""></i>
        </a>
                <a stop-propagation ng-href=""/api/uploads/reference/[[upload.reference_id]]/blob"" target=""_blank""
                    title=""下載"" ng-click=""downloadBlob(activity, upload)""
                    ng-if=""upload.reference_id && !upload.deleted && upload.allow_download && canShowResource(upload, isInstructor"
/api/uploads/{expr}/blob?preview=true&activity_type={expr},uploads,UNKNOWN,raw/ilearn.thu.edu.tw/course-roles/add.html,https://ilearn.thu.edu.tw/course-roles/add,,"ce(upload, isInstructorView)"">
                    <i class=""font font-table-edit-download""></i>
                    <span class=""dropdown-item"">下載</span>
                </a>
                <a stop-propagation ng-href=""/api/uploads/[[upload.id]]/blob?preview=true&activity_type=[[activity.type]]"" target=""_blank""
                    title=""下載"" ng-click=""downloadBlob(activity, upload)""
                    ng-if=""!upload.reference_id && !upload.deleted && upload.allow_download && !upload.source &&"
/api/uploads/{expr}/blob,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/course-roles/add.html,https://ilearn.thu.edu.tw/course-roles/add,,"             <i class=""font font-table-edit-download""></i>
                    <span class=""dropdown-item"">下載</span>
                </a>
                <!-- 针对特殊source类型 -->
                <a stop-propagation ng-href=""/api/uploads/[[upload.id]]/blob""
                    title=""下載"" ng-click=""downloadBlob(activity, upload)""
                    ng-if=""!upload.reference_id && !upload.deleted && upload.allow_download && ['auto-generated-pdf'].includes(upload.source) && c"
/api/wedrive/file/{expr},wedrive,UNKNOWN,raw/ilearn.thu.edu.tw/course-roles/add.html,https://ilearn.thu.edu.tw/course-roles/add,,"ce(upload, isInstructorView)"">
                    <i class=""font font-table-edit-download""></i>
                    <span class=""dropdown-item"">下載</span>
                </a>
                <a stop-propagation ng-href=""/api/wedrive/file/[[upload.fileid]]""
                    title=""下載""
                    ng-if=""!upload.deleted && upload.allow_download && upload.source == 'WEDRIVE' && canShowResource(upload, isInstructorView)"">
                    <i class=""font font-tab"
/api/third-part/uploads/{expr}/thumbnail,third-part,UNKNOWN,raw/ilearn.thu.edu.tw/course-roles/add.html,https://ilearn.thu.edu.tw/course-roles/add,,"pload""
                               ng-model=""model.singleSelectedUpload"" ng-if=""model.singleSelect"" ng-disabled=""upload.failed || upload.failedWithAMessage || !upload.selectable""/>
                        <img ng-src=""/api/third-part/uploads/[[upload.thumbnail.id]]/thumbnail"" ng-if=""upload.isThirdPartResource && upload.thumbnail && upload.thumbnail.id"">
                        <img class=""fade"" ng-src=""/api/third-part/uploads/[[upload.id]]/preview"" ng-if=""upload.isThirdPartResource && !(uplo"
/api/third-part/uploads/{expr}/preview,third-part,UNKNOWN,raw/ilearn.thu.edu.tw/course-roles/add.html,https://ilearn.thu.edu.tw/course-roles/add,,"                    <img ng-src=""/api/third-part/uploads/[[upload.thumbnail.id]]/thumbnail"" ng-if=""upload.isThirdPartResource && upload.thumbnail && upload.thumbnail.id"">
                        <img class=""fade"" ng-src=""/api/third-part/uploads/[[upload.id]]/preview"" ng-if=""upload.isThirdPartResource && !(upload.thumbnail && upload.thumbnail.id)"">
                        <img class=""fade"" ng-src=""/api/uploads/[[upload.thumbnail.id]]/thumbnail?preview=true"" ng-if=""!upload.isThirdPart"
/api/uploads/{expr}/thumbnail?preview=true,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/course-roles/add.html,https://ilearn.thu.edu.tw/course-roles/add,,"                <img class=""fade"" ng-src=""/api/third-part/uploads/[[upload.id]]/preview"" ng-if=""upload.isThirdPartResource && !(upload.thumbnail && upload.thumbnail.id)"">
                        <img class=""fade"" ng-src=""/api/uploads/[[upload.thumbnail.id]]/thumbnail?preview=true"" ng-if=""!upload.isThirdPartResource && upload.thumbnail && upload.thumbnail.id"">
                        <img class=""fade"" ng-src=""/api/uploads/[[upload.id]]/blob?preview=true"" ng-if=""!upload.isThirdPartResource && !(up"
/api/uploads/{expr}/blob?preview=true,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/course-roles/add.html,https://ilearn.thu.edu.tw/course-roles/add,,"    <img class=""fade"" ng-src=""/api/uploads/[[upload.thumbnail.id]]/thumbnail?preview=true"" ng-if=""!upload.isThirdPartResource && upload.thumbnail && upload.thumbnail.id"">
                        <img class=""fade"" ng-src=""/api/uploads/[[upload.id]]/blob?preview=true"" ng-if=""!upload.isThirdPartResource && !(upload.thumbnail && upload.thumbnail.id)"">
                    </div>
                </label>
                <div class=""file-name truncate-text"">
                    <span ng-b"
/api/uploads/[[activity.uploads[0].id]]/blob,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/course-roles/add.html,https://ilearn.thu.edu.tw/course-roles/add,,"
        <div class=""duration"">
            <span>[[ ui.durationStr ]]</span>
        </div>
        <div class=""download"" ng-if=""allow_download && !activity.uploads[0].deleted && !upload.source"">
            <a ng-href=""/api/uploads/[[activity.uploads[0].id]]/blob"">
                <i class=""font font-audio-download""></i>
            </a>
        </div>
        <div class=""download"" ng-if=""allow_download && !activity.uploads[0].deleted && upload.source"">
            <a ng-href=""[["
/api/uploads/{expr}/swf,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/course-roles/add.html,https://ilearn.thu.edu.tw/course-roles/add,,"loading')"">
                    <div class=""swf-player"">
                        <div class=""loading"" ng-hide=""!ui.swfLoading""></div>
                        <div ng-if=""!isVisitor"" swf-object id=""preview-flash"" swf-url=""/api/uploads/[[upload.id]]/swf"" swf-width=""100%""
                             swf-height=""525"" swf-load=""swfLoaded()"">
                        </div>
                        <div ng-if=""isVisitor && activity"" swf-object id=""preview-flash"" swf-url=""/an"
/api/uploads/{id}/modified-image?thumbnail=200x200,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/course-roles/add.html,https://ilearn.thu.edu.tw/course-roles/add,,absolute-url
/api/uploads/{id}/modified-image?thumbnail=32x32,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/course-roles/add.html,https://ilearn.thu.edu.tw/course-roles/add,,absolute-url
/api/uploads/21/modified-image?thumbnail=0x272';,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/course-roles/add.html,https://ilearn.thu.edu.tw/course-roles/add,,absolute-url
https://ilearn.thu.edu.tw/api/uploads/{id}/modified-image?thumbnail=200x200,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/course-summary-wrapper.html,https://ilearn.thu.edu.tw/course-summary-wrapper,,"yle="""">
                <i class=""icon icon-verification-email-close icon-verification-email-close-active""></i>
            </a>
        </div>
</div>

<root-scope-variable name=""avatarBigUrl""
                     value=""https://ilearn.thu.edu.tw/api/uploads/[REDACTED_AVATAR_ID]/modified-image?thumbnail=200x200"">
</root-scope-variable>
<root-scope-variable name=""avatarSmallUrl"" value=""https://ilearn.thu.edu.tw/api/uploads/[REDACTED_AVATAR_ID]/modified-image?thumbnail=32x32""></root-scope-variable>
<root-scope-variable n"
https://ilearn.thu.edu.tw/api/uploads/{id}/modified-image?thumbnail=32x32,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/course-summary-wrapper.html,https://ilearn.thu.edu.tw/course-summary-wrapper,,"ot-scope-variable name=""avatarBigUrl""
                     value=""https://ilearn.thu.edu.tw/api/uploads/[REDACTED_AVATAR_ID]/modified-image?thumbnail=200x200"">
</root-scope-variable>
<root-scope-variable name=""avatarSmallUrl"" value=""https://ilearn.thu.edu.tw/api/uploads/[REDACTED_AVATAR_ID]/modified-image?thumbnail=32x32""></root-scope-variable>
<root-scope-variable name=""currentUserName"" value=""[REDACTED_USER_NAME]""></root-scope-variable>
<root-scope-variable name=""firstChildTeachingClassesPage""
                     va"
https://ilearn.thu.edu.tw/api/uploads/21/modified-image?thumbnail=0x272,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/course-summary-wrapper.html,https://ilearn.thu.edu.tw/course-summary-wrapper,,"ta-category=""tronclass-header"" ng-controller=""HeaderCtrl"" ng-show=""'False' == 'False' && !managingCampusSubjectLib""
     ng-init=""userCurrentName='[REDACTED_NAME]'; orgName='iLearn 教學平台'; deliveryOrg='THU';
              orgLogoUrl='https://ilearn.thu.edu.tw/api/uploads/21/modified-image?thumbnail=0x272'; orgShowName='True'; orgShowLogo='True';
              orgNamesI18n={&#39;zh-CN&#39;: &#39;iLearn 教學平台&#39;, &#39;zh-TW&#39;: &#39;iLearn 教學平台&#39;, &#39;zh-MO&#39;: &#39;iLearn 教學平台&#39;, &#39;en-GB&#39;: "
/api/uploads/,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/course-summary-wrapper.html,https://ilearn.thu.edu.tw/course-summary-wrapper,,"load.status != 'uploading'"">
        <i class=""icon icon-file-preview-restore""></i>
    </a>
    <a ng-if=""forceShowDownloadButton && upload.id && upload.type != 'link' && !upload.isFromKnowledgeGraph""
       ng-href=""[['/api/uploads/'+upload.id+'/blob']]"" title=""下載"" target=""_blank"">
        <i class=""icon icon-file-preview-download""></i>
    </a>
    <a ng-if=""upload.from_project && upload.allow_download""
       ng-href=""[[ '/api/project/'+upload.pro"
/api/project/,project,UNKNOWN,raw/ilearn.thu.edu.tw/course-summary-wrapper.html,https://ilearn.thu.edu.tw/course-summary-wrapper,,"ng-href=""[['/api/uploads/'+upload.id+'/blob']]"" title=""下載"" target=""_blank"">
        <i class=""icon icon-file-preview-download""></i>
    </a>
    <a ng-if=""upload.from_project && upload.allow_download""
       ng-href=""[[ '/api/project/'+upload.project_id+'/share-resource/blob?upload_id='+upload.id+'&node_ids='+upload.node_ids+'&reference_id='+upload.ref_id ]]"" title=""下載""  target=""_blank"">
        <i class=""icon icon-file-preview-download""></i>
    </a>"
/api/shared-resources/{expr}/blob,shared-resources,UNKNOWN,raw/ilearn.thu.edu.tw/course-summary-wrapper.html,https://ilearn.thu.edu.tw/course-summary-wrapper,,"source)"" title=""下載"">
        <i class=""icon icon-file-preview-download""></i>
    </a>
    <a ng-if=""resource && resource.open_scope == 'group' && resource.allow_download && resource.upload.status != 'uploading'"" ng-href=""/api/shared-resources/[[resource.id]]/blob"" target=""_self"" title=""下載"">
        <i class=""icon icon-file-preview-download""></i>
    </a>
    <a ng-if=""resource && resource.share_to_id && resource.allow_download && resource.upload.status != 'uploading'"" ng-href=""/a"
/api/shared-resources-to/{expr}/blob,shared-resources-to,UNKNOWN,raw/ilearn.thu.edu.tw/course-summary-wrapper.html,https://ilearn.thu.edu.tw/course-summary-wrapper,,"ob"" target=""_self"" title=""下載"">
        <i class=""icon icon-file-preview-download""></i>
    </a>
    <a ng-if=""resource && resource.share_to_id && resource.allow_download && resource.upload.status != 'uploading'"" ng-href=""/api/shared-resources-to/[[resource.id]]/blob"" target=""_self"" title=""下載"">
        <i class=""icon icon-file-preview-download""></i>
    </a>
    <a id=""downloadManual"" ng-if=""!resource && manualUrl "" ng-href=""[[manualUrl]]""
       target=""_blank"" title=""下載"" download="""
/api/uploads/reference/{expr}/blob,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/course-summary-wrapper.html,https://ilearn.thu.edu.tw/course-summary-wrapper,,"edit-view-2""></i>
            </a>
        <a ng-click=""openSobeyVideo()"" ng-if=""upload.source==='sobey'"">
            <i class=""font font-table-edit-view-2""></i>
        </a>
                <a stop-propagation ng-href=""/api/uploads/reference/[[upload.reference_id]]/blob"" target=""_blank""
                    title=""下載"" ng-click=""downloadBlob(activity, upload)""
                    ng-if=""upload.reference_id && !upload.deleted && upload.allow_download && canShowResource(upload, isInstructor"
/api/uploads/{expr}/blob?preview=true&activity_type={expr},uploads,UNKNOWN,raw/ilearn.thu.edu.tw/course-summary-wrapper.html,https://ilearn.thu.edu.tw/course-summary-wrapper,,"ce(upload, isInstructorView)"">
                    <i class=""font font-table-edit-download""></i>
                    <span class=""dropdown-item"">下載</span>
                </a>
                <a stop-propagation ng-href=""/api/uploads/[[upload.id]]/blob?preview=true&activity_type=[[activity.type]]"" target=""_blank""
                    title=""下載"" ng-click=""downloadBlob(activity, upload)""
                    ng-if=""!upload.reference_id && !upload.deleted && upload.allow_download && !upload.source &&"
/api/uploads/{expr}/blob,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/course-summary-wrapper.html,https://ilearn.thu.edu.tw/course-summary-wrapper,,"             <i class=""font font-table-edit-download""></i>
                    <span class=""dropdown-item"">下載</span>
                </a>
                <!-- 针对特殊source类型 -->
                <a stop-propagation ng-href=""/api/uploads/[[upload.id]]/blob""
                    title=""下載"" ng-click=""downloadBlob(activity, upload)""
                    ng-if=""!upload.reference_id && !upload.deleted && upload.allow_download && ['auto-generated-pdf'].includes(upload.source) && c"
/api/wedrive/file/{expr},wedrive,UNKNOWN,raw/ilearn.thu.edu.tw/course-summary-wrapper.html,https://ilearn.thu.edu.tw/course-summary-wrapper,,"ce(upload, isInstructorView)"">
                    <i class=""font font-table-edit-download""></i>
                    <span class=""dropdown-item"">下載</span>
                </a>
                <a stop-propagation ng-href=""/api/wedrive/file/[[upload.fileid]]""
                    title=""下載""
                    ng-if=""!upload.deleted && upload.allow_download && upload.source == 'WEDRIVE' && canShowResource(upload, isInstructorView)"">
                    <i class=""font font-tab"
